2001:0288:1036:1402::/64,1659.0,National Chung Hsing University,TW,Education and Research,"Colleges, Universities, and Professional Schools"
2600:1901:0000:e89e::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e8a0::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e8ba::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e8c8::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e8db::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e8df::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e8e2::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e8ea::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e8ee::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e8ef::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e8f0::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e8fb::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e901::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e907::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e909::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e90a::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e90e::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e90f::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e916::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e924::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e925::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e92c::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e938::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e94b::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e950::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e952::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e95c::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e95e::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e961::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e962::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e96c::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e971::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e978::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e97a::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e97b::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e97f::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e988::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e989::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e992::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e998::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e99a::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e99d::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e9a1::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e9b3::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e9b6::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e9bb::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e9c1::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e9d2::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e9d3::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:e9de::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea04::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea07::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea34::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea3c::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea45::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea48::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea49::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea4b::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea53::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea62::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea65::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea69::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea74::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea7a::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea7c::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea7e::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea81::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea85::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea86::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea8b::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea93::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ea96::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eaa5::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eaaf::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eab3::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eaba::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eabc::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eacf::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ead2::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eadd::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eaee::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eaf4::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eafb::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb03::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb09::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb18::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb1c::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb2c::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb35::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb37::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb39::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb41::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb47::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb4d::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb4e::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb50::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb63::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb6b::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb6d::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb74::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb75::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb7e::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb82::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb89::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb8e::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb96::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb97::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb9b::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb9d::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:eb9e::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ebba::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ebcc::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ebce::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ebd1::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ebd2::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ebd5::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ebda::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ebdc::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ebe0::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
2600:1901:0000:ebe5::/64,396982.0,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
